"","bgc","ss_nospace","sppsplit","feasible","spp","newfeas","mod","outrange"
"2735","ESSFdc1","ESSFdc1/104","Bl",1,"Bl",1,"",FALSE
"2736","ESSFdc1","ESSFdc1/104","Pli",2,"Pl",2,"",FALSE
"2737","ESSFdc1","ESSFdc1/104","Se",1,"Sx",1,"",FALSE
"2738","ESSFdc1","ESSFdc1/110","Bl",1,"Bl",1,"",FALSE
"2739","ESSFdc1","ESSFdc1/110","Se",1,"Sx",1,"",FALSE
"2740","ESSFdc1","ESSFdc1/111","Bl",1,"Bl",1,"D6",FALSE
"2741","ESSFdc1","ESSFdc1/111","Se",1,"Sx",1,"D6",FALSE
"2742","ESSFdc1","ESSFdc1/112","Bl",2,"Bl",2,"",FALSE
"2743","ESSFdc1","ESSFdc1/112","Se",1,"Sx",1,"",FALSE
"2744","ESSFdc1","ESSFdc1/Ro","X",NA,"X",NA,"",FALSE
"2745","ESSFdc2","ESSFdc2/101","Bl",1,"Bl",1,"MRyan",FALSE
"2746","ESSFdc2","ESSFdc2/101","Pli",1,"Pl",1,"MRyan",FALSE
"2747","ESSFdc2","ESSFdc2/101","Se",1,"Sx",1,"MRyan",FALSE
"2748","ESSFdc2","ESSFdc2/102","Bl",3,"Bl",3,"MRyan",FALSE
"2749","ESSFdc2","ESSFdc2/102","Fdi",3,"Fd",3,"MRyan",FALSE
"2750","ESSFdc2","ESSFdc2/102","Pli",2,"Pl",2,"MRyan",FALSE
"2751","ESSFdc2","ESSFdc2/102","Se",3,"Sx",3,"MRyan",FALSE
"2752","ESSFdc2","ESSFdc2/103","Bl",2,"Bl",2,"MRyan",FALSE
"2753","ESSFdc2","ESSFdc2/103","Fdi",2,"Fd",2,"MRyan",FALSE
"2754","ESSFdc2","ESSFdc2/103","Pli",1,"Pl",1,"MRyan",FALSE
"2755","ESSFdc2","ESSFdc2/103","Se",2,"Sx",2,"MRyan",FALSE
"2756","ESSFdc2","ESSFdc2/104","Bl",1,"Bl",1,"MRyan",FALSE
"2757","ESSFdc2","ESSFdc2/104","Pli",1,"Pl",1,"MRyan",FALSE
"2758","ESSFdc2","ESSFdc2/104","Se",1,"Sx",1,"MRyan",FALSE
"2759","ESSFdc2","ESSFdc2/110","Bl",1,"Bl",1,"MRyan",FALSE
"2760","ESSFdc2","ESSFdc2/110","Pli",1,"Pl",1,"MRyan",FALSE
"2761","ESSFdc2","ESSFdc2/110","Se",1,"Sx",1,"MRyan",FALSE
"2762","ESSFdc2","ESSFdc2/111","Bl",1,"Bl",1,"MRyan",FALSE
"2763","ESSFdc2","ESSFdc2/111","Pli",1,"Pl",1,"MRyan",FALSE
"2764","ESSFdc2","ESSFdc2/111","Se",1,"Sx",1,"MRyan",FALSE
"2765","ESSFdc2","ESSFdc2/112","Bl",2,"Bl",2,"MRyan",FALSE
"2766","ESSFdc2","ESSFdc2/112","Pli",2,"Pl",2,"MRyan",FALSE
"2767","ESSFdc2","ESSFdc2/112","Se",2,"Sx",2,"MRyan",FALSE
"2768","ESSFdc2","ESSFdc2/Ro","X",NA,"X",NA,"",FALSE
"2769","ESSFdc3","ESSFdc3/01","Bl",1,"Bl",1,"C4",FALSE
"2770","ESSFdc3","ESSFdc3/01","Pli",2,"Pl",2,"C4",FALSE
"2771","ESSFdc3","ESSFdc3/01","Se",1,"Sx",1,"C4",FALSE
"2772","ESSFdc3","ESSFdc3/02","Bl",3,"Bl",3,"",FALSE
"2773","ESSFdc3","ESSFdc3/02","Pli",1,"Pl",1,"",FALSE
"2774","ESSFdc3","ESSFdc3/02","Se",3,"Sx",3,"",FALSE
"2775","ESSFdc3","ESSFdc3/03","Bl",2,"Bl",2,"",FALSE
"2776","ESSFdc3","ESSFdc3/03","Pli",1,"Pl",1,"",FALSE
"2777","ESSFdc3","ESSFdc3/03","Se",1,"Sx",1,"",FALSE
"2778","ESSFdc3","ESSFdc3/04","Bl",2,"Bl",2,"B2",FALSE
"2779","ESSFdc3","ESSFdc3/04","Fdi",2,"Fd",2,"B2",FALSE
"2780","ESSFdc3","ESSFdc3/04","Pa",3,"Pa",3,"B2",FALSE
"2781","ESSFdc3","ESSFdc3/04","Pli",1,"Pl",1,"B2",FALSE
"2782","ESSFdc3","ESSFdc3/04","Se",3,"Sx",3,"B2",FALSE
"2783","ESSFdc3","ESSFdc3/05","Bl",1,"Bl",1,"",FALSE
"2784","ESSFdc3","ESSFdc3/05","Pli",1,"Pl",1,"",FALSE
"2785","ESSFdc3","ESSFdc3/05","Se",1,"Sx",1,"",FALSE
"2786","ESSFdc3","ESSFdc3/06","Bl",1,"Bl",1,"",FALSE
"2787","ESSFdc3","ESSFdc3/06","Pli",2,"Pl",2,"",FALSE
"2788","ESSFdc3","ESSFdc3/06","Se",1,"Sx",1,"",FALSE
"2789","ESSFdc3","ESSFdc3/07","Bl",1,"Bl",1,"",FALSE
"2790","ESSFdc3","ESSFdc3/07","Pli",2,"Pl",2,"",FALSE
"2791","ESSFdc3","ESSFdc3/07","Se",1,"Sx",1,"",FALSE
"2792","ESSFdc3","ESSFdc3/08","Bl",1,"Bl",1,"D6",FALSE
"2793","ESSFdc3","ESSFdc3/08","Se",2,"Sx",2,"D6",FALSE
"2794","ESSFdcp","ESSFdcp/00","Bl",3,"Bl",3,"C4",FALSE
"2795","ESSFdcw","ESSFdcw/101","Bl",2,"Bl",2,"C4",FALSE
"2796","ESSFdcw","ESSFdcw/101","Se",1,"Sx",1,"C4",FALSE
"2797","ESSFdcw","ESSFdcw/102","Bl",2,"Bl",2,"B2",FALSE
"2798","ESSFdcw","ESSFdcw/102","La",2,"La",2,"B2",FALSE
"2799","ESSFdcw","ESSFdcw/102","Pa",2,"Pa",2,"WHM",FALSE
"2800","ESSFdcw","ESSFdcw/102","Pli",3,"Pl",3,"B2",FALSE
"2801","ESSFdcw","ESSFdcw/102","Se",3,"Sx",3,"WHM",FALSE
"2802","ESSFdcw","ESSFdcw/103","Bl",1,"Bl",1,"",FALSE
"2803","ESSFdcw","ESSFdcw/103","La",3,"La",3,"",FALSE
"2804","ESSFdcw","ESSFdcw/103","Pa",2,"Pa",2,"",FALSE
"2805","ESSFdcw","ESSFdcw/103","Pli",3,"Pl",3,"",FALSE
"2806","ESSFdcw","ESSFdcw/103","Se",1,"Sx",1,"",FALSE
"2807","ESSFdcw","ESSFdcw/110","Bl",2,"Bl",2,"D6",FALSE
"2808","ESSFdcw","ESSFdcw/110","Se",1,"Sx",1,"D6",FALSE
"2809","ESSFdcw","ESSFdcw/Ro","X",NA,"X",NA,"",FALSE
"2810","ESSFdh_WA","ESSFdh_WA/101","Ba",2,"Ba",2,"C4",FALSE
"2811","ESSFdh_WA","ESSFdh_WA/101","Bg",2,"Bg",2,"C4",FALSE
"2812","ESSFdh_WA","ESSFdh_WA/101","Bl",1,"Bl",1,"C4",FALSE
"2813","ESSFdh_WA","ESSFdh_WA/101","Fdi",2,"Fd",2,"C4",FALSE
"2814","ESSFdh_WA","ESSFdh_WA/101","Hm",2,"Hm",2,"C4",FALSE
"2815","ESSFdh_WA","ESSFdh_WA/101","Pa",2,"Pa",2,"C4",FALSE
"2816","ESSFdh_WA","ESSFdh_WA/101","Pli",1,"Pl",1,"C4",FALSE
"2817","ESSFdh_WA","ESSFdh_WA/101","Pw",2,"Pw",2,"C4",FALSE
"2818","ESSFdh_WA","ESSFdh_WA/101","Se",1,"Sx",1,"C4",FALSE
"2819","ESSFdh_WA","ESSFdh_WA/102","Bl",3,"Bl",3,"",FALSE
"2820","ESSFdh_WA","ESSFdh_WA/102","Fdi",2,"Fd",2,"WHM",FALSE
"2821","ESSFdh_WA","ESSFdh_WA/102","Lw",3,"Lw",3,"",TRUE
"2822","ESSFdh_WA","ESSFdh_WA/102","Pa",2,"Pa",2,"",FALSE
"2823","ESSFdh_WA","ESSFdh_WA/102","Pyi",2,"Py",2,"",FALSE
"2824","ESSFdh_WA","ESSFdh_WA/103","Bg",2,"Bg",2,"B2",FALSE
"2825","ESSFdh_WA","ESSFdh_WA/103","Bl",2,"Bl",2,"B2",FALSE
"2826","ESSFdh_WA","ESSFdh_WA/103","Fdi",1,"Fd",1,"B2",FALSE
"2827","ESSFdh_WA","ESSFdh_WA/103","Lw",2,"Lw",2,"B2",TRUE
"2828","ESSFdh_WA","ESSFdh_WA/103","Pa",2,"Pa",2,"B2",FALSE
"2829","ESSFdh_WA","ESSFdh_WA/103","Pli",3,"Pl",3,"B2",FALSE
"2830","ESSFdh_WA","ESSFdh_WA/103","Se",3,"Sx",3,"B2",FALSE
"2831","ESSFdh_WA","ESSFdh_WA/110","Ba",2,"Ba",2,"",FALSE
"2832","ESSFdh_WA","ESSFdh_WA/110","Bl",1,"Bl",1,"",FALSE
"2833","ESSFdh_WA","ESSFdh_WA/110","Pw",3,"Pw",3,"",FALSE
"2834","ESSFdh_WA","ESSFdh_WA/110","Se",2,"Sx",2,"",FALSE
"2835","ESSFdh_WA","ESSFdh_WA/111","Ba",2,"Ba",2,"D6",FALSE
"2836","ESSFdh_WA","ESSFdh_WA/111","Bl",1,"Bl",1,"D6",FALSE
"2837","ESSFdh_WA","ESSFdh_WA/111","Se",1,"Sx",1,"D6",FALSE
"2838","ESSFdh_WA","ESSFdh_WA/Ro","X",NA,"X",NA,"",FALSE
"2839","ESSFdh1","ESSFdh1/101","At",2,"At",2,"MRyan",FALSE
"2840","ESSFdh1","ESSFdh1/101","Bl",1,"Bl",1,"MRyan",FALSE
"2841","ESSFdh1","ESSFdh1/101","Fdi",3,"Fd",3,"MRyan",FALSE
"2842","ESSFdh1","ESSFdh1/101","Lw",3,"Lw",3,"MRyan",TRUE
"2843","ESSFdh1","ESSFdh1/101","Pli",1,"Pl",1,"MRyan",FALSE
"2844","ESSFdh1","ESSFdh1/101","Se",1,"Sx",1,"MRyan",FALSE
"2845","ESSFdh1","ESSFdh1/102","Bl",2,"Bl",2,"MRyan",FALSE
"2846","ESSFdh1","ESSFdh1/102","Fdi",2,"Fd",2,"MRyan",FALSE
"2847","ESSFdh1","ESSFdh1/102","Pli",2,"Pl",2,"MRyan",FALSE
"2848","ESSFdh1","ESSFdh1/102","Se",2,"Sx",2,"MRyan",FALSE
"2849","ESSFdh1","ESSFdh1/103","At",2,"At",2,"MRyan",FALSE
"2850","ESSFdh1","ESSFdh1/103","Bl",2,"Bl",2,"MRyan",FALSE
"2851","ESSFdh1","ESSFdh1/103","Fdi",1,"Fd",1,"MRyan",FALSE
"2852","ESSFdh1","ESSFdh1/103","Lw",3,"Lw",3,"MRyan",TRUE
"2853","ESSFdh1","ESSFdh1/103","Pli",2,"Pl",2,"MRyan",FALSE
"2854","ESSFdh1","ESSFdh1/103","Se",2,"Sx",2,"MRyan",FALSE
"2855","ESSFdh1","ESSFdh1/104","At",2,"At",2,"MRyan",FALSE
"2856","ESSFdh1","ESSFdh1/104","Bl",1,"Bl",1,"MRyan",FALSE
"2857","ESSFdh1","ESSFdh1/104","Fdi",3,"Fd",3,"MRyan",FALSE
"2858","ESSFdh1","ESSFdh1/104","Lw",3,"Lw",3,"MRyan",TRUE
"2859","ESSFdh1","ESSFdh1/104","Pli",1,"Pl",1,"MRyan",FALSE
"2860","ESSFdh1","ESSFdh1/104","Se",1,"Sx",1,"MRyan",FALSE
"2861","ESSFdh1","ESSFdh1/110","At",2,"At",2,"MRyan",FALSE
"2862","ESSFdh1","ESSFdh1/110","Ba",2,"Ba",2,"MRyan",FALSE
"2863","ESSFdh1","ESSFdh1/110","Bl",1,"Bl",1,"MRyan",FALSE
"2864","ESSFdh1","ESSFdh1/110","Cw",2,"Cw",2,"MRyan",FALSE
"2865","ESSFdh1","ESSFdh1/110","Fdi",3,"Fd",3,"MRyan",FALSE
"2866","ESSFdh1","ESSFdh1/110","Hw",2,"Hw",2,"MRyan",FALSE
"2867","ESSFdh1","ESSFdh1/110","Lw",3,"Lw",3,"MRyan",TRUE
"2868","ESSFdh1","ESSFdh1/110","Pli",2,"Pl",2,"MRyan",FALSE
"2869","ESSFdh1","ESSFdh1/110","Se",1,"Sx",1,"MRyan",FALSE
"2870","ESSFdh1","ESSFdh1/111","Ba",2,"Ba",2,"MRyan",FALSE
"2871","ESSFdh1","ESSFdh1/111","Bl",2,"Bl",2,"MRyan",FALSE
"2872","ESSFdh1","ESSFdh1/111","Cw",2,"Cw",2,"MRyan",FALSE
"2873","ESSFdh1","ESSFdh1/111","Hw",2,"Hw",2,"MRyan",FALSE
"2874","ESSFdh1","ESSFdh1/111","Pli",2,"Pl",2,"MRyan",FALSE
"2875","ESSFdh1","ESSFdh1/111","Se",2,"Sx",2,"MRyan",FALSE
"2876","ESSFdh2","ESSFdh2/101","At",2,"At",2,"MRyan",FALSE
"2877","ESSFdh2","ESSFdh2/101","Bl",1,"Bl",1,"WHM",FALSE
"2878","ESSFdh2","ESSFdh2/101","Fdi",3,"Fd",3,"WHM",FALSE
"2879","ESSFdh2","ESSFdh2/101","Pli",1,"Pl",1,"WHM",FALSE
"2880","ESSFdh2","ESSFdh2/101","Se",1,"Sx",1,"WHM",FALSE
"2881","ESSFdh2","ESSFdh2/102","Bl",2,"Bl",2,"WHM",FALSE
"2882","ESSFdh2","ESSFdh2/102","Fdi",2,"Fd",2,"WHM",FALSE
"2883","ESSFdh2","ESSFdh2/102","Pli",2,"Pl",2,"WHM",FALSE
"2884","ESSFdh2","ESSFdh2/102","Se",2,"Sx",2,"WHM",FALSE
"2885","ESSFdh2","ESSFdh2/103","At",2,"At",2,"WHM",FALSE
"2886","ESSFdh2","ESSFdh2/103","Bl",2,"Bl",2,"WHM",FALSE
"2887","ESSFdh2","ESSFdh2/103","Fdi",1,"Fd",1,"WHM",FALSE
"2888","ESSFdh2","ESSFdh2/103","Pli",2,"Pl",2,"WHM",FALSE
"2889","ESSFdh2","ESSFdh2/103","Se",2,"Sx",2,"WHM",FALSE
"2890","ESSFdh2","ESSFdh2/104","At",2,"At",2,"WHM",FALSE
"2891","ESSFdh2","ESSFdh2/104","Bl",1,"Bl",1,"WHM",FALSE
"2892","ESSFdh2","ESSFdh2/104","Fdi",3,"Fd",3,"WHM",FALSE
"2893","ESSFdh2","ESSFdh2/104","Pli",1,"Pl",1,"WHM",FALSE
"2894","ESSFdh2","ESSFdh2/104","Se",1,"Sx",1,"WHM",FALSE
"2895","ESSFdh2","ESSFdh2/110","At",2,"At",2,"WHM",FALSE
"2896","ESSFdh2","ESSFdh2/110","Ba",2,"Ba",2,"WHM",FALSE
"2897","ESSFdh2","ESSFdh2/110","Bl",1,"Bl",1,"WHM",FALSE
"2898","ESSFdh2","ESSFdh2/110","Cw",2,"Cw",2,"WHM",FALSE
"2899","ESSFdh2","ESSFdh2/110","Fdi",3,"Fd",3,"WHM",FALSE
"2900","ESSFdh2","ESSFdh2/110","Hw",2,"Hw",2,"WHM",FALSE
"2901","ESSFdh2","ESSFdh2/110","Pli",2,"Pl",2,"WHM",FALSE
"2902","ESSFdh2","ESSFdh2/110","Se",1,"Sx",1,"WHM",FALSE
"2903","ESSFdh2","ESSFdh2/111","Ba",2,"Ba",2,"WHM",FALSE
"2904","ESSFdh2","ESSFdh2/111","Bl",2,"Bl",2,"WHM",FALSE
"2905","ESSFdh2","ESSFdh2/111","Cw",2,"Cw",2,"WHM",FALSE
"2906","ESSFdh2","ESSFdh2/111","Hw",2,"Hw",2,"WHM",FALSE
"2907","ESSFdh2","ESSFdh2/111","Pli",2,"Pl",2,"WHM",FALSE
"2908","ESSFdh2","ESSFdh2/111","Se",2,"Sx",2,"WHM",FALSE
"2909","ESSFdk_MT","ESSFdk_MT/101","Bl",1,"Bl",1,"C4",FALSE
"2910","ESSFdk_MT","ESSFdk_MT/101","Fdi",3,"Fd",3,"C4",FALSE
"2911","ESSFdk_MT","ESSFdk_MT/101","Pa",3,"Pa",3,"C4",FALSE
"2912","ESSFdk_MT","ESSFdk_MT/101","Pli",2,"Pl",2,"C4",FALSE
"2913","ESSFdk_MT","ESSFdk_MT/101","Se",1,"Sx",1,"C4",FALSE
"2914","ESSFdk_MT","ESSFdk_MT/102","Bl",1,"Bl",1,"B2",FALSE
"2915","ESSFdk_MT","ESSFdk_MT/102","Fdi",3,"Fd",3,"WHM",FALSE
"2916","ESSFdk_MT","ESSFdk_MT/102","La",3,"La",3,"B2",FALSE
"2917","ESSFdk_MT","ESSFdk_MT/102","Pa",2,"Pa",2,"B2",FALSE
"2918","ESSFdk_MT","ESSFdk_MT/102","Pf",5,"Pf",5,"B2",FALSE
"2919","ESSFdk_MT","ESSFdk_MT/102","Pli",2,"Pl",2,"B2",FALSE
"2920","ESSFdk_MT","ESSFdk_MT/102","Se",3,"Sx",3,"B2",FALSE
"2921","ESSFdk_MT","ESSFdk_MT/110","Bl",1,"Bl",1,"",FALSE
"2922","ESSFdk_MT","ESSFdk_MT/110","Pli",3,"Pl",3,"",FALSE
"2923","ESSFdk_MT","ESSFdk_MT/110","Se",1,"Sx",1,"",FALSE
"2924","ESSFdk_MT","ESSFdk_MT/111","Act",2,"Ac",2,"D6",FALSE
"2925","ESSFdk_MT","ESSFdk_MT/111","Bl",1,"Bl",1,"D6",FALSE
"2926","ESSFdk_MT","ESSFdk_MT/111","Pli",3,"Pl",3,"D6",FALSE
"2927","ESSFdk_MT","ESSFdk_MT/111","Se",3,"Sx",3,"D6",FALSE
"2928","ESSFdk_MT","ESSFdk_MT/Ro","X",NA,"X",NA,"",FALSE
"2929","ESSFdk1","ESSFdk1/101","Bl",1,"Bl",1,"C4",FALSE
"2930","ESSFdk1","ESSFdk1/101","Fdi",2,"Fd",2,"C4",FALSE
"2931","ESSFdk1","ESSFdk1/101","Lw",2,"Lw",2,"C4",FALSE
"2932","ESSFdk1","ESSFdk1/101","Pa",3,"Pa",3,"C4",FALSE
"2933","ESSFdk1","ESSFdk1/101","Pli",2,"Pl",2,"C4",FALSE
"2934","ESSFdk1","ESSFdk1/101","Se",1,"Sx",1,"C4",FALSE
"2935","ESSFdk1","ESSFdk1/102","Bl",3,"Bl",3,"",FALSE
"2936","ESSFdk1","ESSFdk1/102","Fdi",2,"Fd",2,"",FALSE
"2937","ESSFdk1","ESSFdk1/102","Pa",2,"Pa",2,"",FALSE
"2938","ESSFdk1","ESSFdk1/102","Pf",3,"Pf",3,"",FALSE
"2939","ESSFdk1","ESSFdk1/102","Pli",2,"Pl",2,"",FALSE
"2940","ESSFdk1","ESSFdk1/102","Se",3,"Sx",3,"",FALSE
"2941","ESSFdk1","ESSFdk1/103","Bl",3,"Bl",3,"B2",FALSE
"2942","ESSFdk1","ESSFdk1/103","Fdi",2,"Fd",2,"B2",FALSE
"2943","ESSFdk1","ESSFdk1/103","Lw",3,"Lw",3,"B2",FALSE
"2944","ESSFdk1","ESSFdk1/103","Pa",2,"Pa",2,"B2",FALSE
"2945","ESSFdk1","ESSFdk1/103","Pf",3,"Pf",3,"B2",FALSE
"2946","ESSFdk1","ESSFdk1/103","Pli",1,"Pl",1,"B2",FALSE
"2947","ESSFdk1","ESSFdk1/103","Se",3,"Sx",3,"B2",FALSE
"2948","ESSFdk1","ESSFdk1/104","Bl",1,"Bl",1,"",FALSE
"2949","ESSFdk1","ESSFdk1/104","Fdi",2,"Fd",2,"",FALSE
"2950","ESSFdk1","ESSFdk1/104","Lw",3,"Lw",3,"",FALSE
"2951","ESSFdk1","ESSFdk1/104","Pa",3,"Pa",3,"",FALSE
"2952","ESSFdk1","ESSFdk1/104","Pli",1,"Pl",1,"",FALSE
"2953","ESSFdk1","ESSFdk1/104","Se",1,"Sx",1,"",FALSE
"2954","ESSFdk1","ESSFdk1/110","Act",3,"Ac",3,"",FALSE
"2955","ESSFdk1","ESSFdk1/110","Bl",1,"Bl",1,"",FALSE
"2956","ESSFdk1","ESSFdk1/110","Pli",3,"Pl",3,"",FALSE
"2957","ESSFdk1","ESSFdk1/110","Se",1,"Sx",1,"",FALSE
"2958","ESSFdk1","ESSFdk1/111","Bl",3,"Bl",3,"D6",FALSE
"2959","ESSFdk1","ESSFdk1/111","Se",2,"Sx",2,"D6",FALSE
"2960","ESSFdk1","ESSFdk1/111a","Bl",3,"Bl",3,"D6",FALSE
"2961","ESSFdk1","ESSFdk1/111a","Se",2,"Sx",2,"D6",FALSE
"2962","ESSFdk1","ESSFdk1/111b","Bl",3,"Bl",3,"D6",FALSE
"2963","ESSFdk1","ESSFdk1/111b","Se",2,"Sx",2,"D6",FALSE
"2964","ESSFdk1","ESSFdk1/Ro","X",NA,"X",NA,"",FALSE
"2965","ESSFdk2","ESSFdk2/101","Bl",1,"Bl",1,"C4",FALSE
"2966","ESSFdk2","ESSFdk2/101","Fdi",3,"Fd",3,"C4",FALSE
"2967","ESSFdk2","ESSFdk2/101","Lw",3,"Lw",3,"C4",FALSE
"2968","ESSFdk2","ESSFdk2/101","Pa",3,"Pa",3,"C4",FALSE
"2969","ESSFdk2","ESSFdk2/101","Pli",2,"Pl",2,"C4",FALSE
"2970","ESSFdk2","ESSFdk2/101","Se",1,"Sx",1,"C4",FALSE
"2971","ESSFdk2","ESSFdk2/102","Bl",3,"Bl",3,"",FALSE
"2972","ESSFdk2","ESSFdk2/102","Fdi",2,"Fd",2,"",FALSE
"2973","ESSFdk2","ESSFdk2/102","Lw",3,"Lw",3,"",FALSE
"2974","ESSFdk2","ESSFdk2/102","Pa",2,"Pa",2,"",FALSE
"2975","ESSFdk2","ESSFdk2/102","Pf",3,"Pf",3,"",FALSE
"2976","ESSFdk2","ESSFdk2/102","Pli",2,"Pl",2,"",FALSE
"2977","ESSFdk2","ESSFdk2/102","Se",2,"Sx",2,"",FALSE
"2978","ESSFdk2","ESSFdk2/103","Bl",2,"Bl",2,"B2",FALSE
"2979","ESSFdk2","ESSFdk2/103","Fdi",2,"Fd",2,"B2",FALSE
"2980","ESSFdk2","ESSFdk2/103","Lw",3,"Lw",3,"B2",FALSE
"2981","ESSFdk2","ESSFdk2/103","Pa",2,"Pa",2,"B2",FALSE
"2982","ESSFdk2","ESSFdk2/103","Pf",3,"Pf",3,"B2",FALSE
"2983","ESSFdk2","ESSFdk2/103","Pli",1,"Pl",1,"B2",FALSE
"2984","ESSFdk2","ESSFdk2/103","Se",2,"Sx",2,"B2",FALSE
"2985","ESSFdk2","ESSFdk2/104","Bl",2,"Bl",2,"",FALSE
"2986","ESSFdk2","ESSFdk2/104","Fdi",2,"Fd",2,"",FALSE
"2987","ESSFdk2","ESSFdk2/104","Lw",3,"Lw",3,"",FALSE
"2988","ESSFdk2","ESSFdk2/104","Pa",3,"Pa",3,"",FALSE
"2989","ESSFdk2","ESSFdk2/104","Pli",2,"Pl",2,"",FALSE
"2990","ESSFdk2","ESSFdk2/104","Se",1,"Sx",1,"",FALSE
"2991","ESSFdk2","ESSFdk2/110","Bl",2,"Bl",2,"",FALSE
"2992","ESSFdk2","ESSFdk2/110","Se",1,"Sx",1,"",FALSE
"2993","ESSFdk2","ESSFdk2/111","Bl",2,"Bl",2,"",FALSE
"2994","ESSFdk2","ESSFdk2/111","Se",1,"Sx",1,"",FALSE
"2995","ESSFdk2","ESSFdk2/112","Bl",2,"Bl",2,"D6",FALSE
"2996","ESSFdk2","ESSFdk2/112","Pli",3,"Pl",3,"D6",FALSE
"2997","ESSFdk2","ESSFdk2/112","Se",2,"Sx",2,"D6",FALSE
"2998","ESSFdk2","ESSFdk2/112a","Bl",2,"Bl",2,"WHM",FALSE
"2999","ESSFdk2","ESSFdk2/112a","Pli",3,"Pl",3,"WHM",FALSE
"3000","ESSFdk2","ESSFdk2/112a","Se",1,"Sx",1,"WHM",FALSE
"3001","ESSFdk2","ESSFdk2/112b","Bl",3,"Bl",3,"WHM",FALSE
"3002","ESSFdk2","ESSFdk2/112b","Pli",5,"Pl",5,"WHM",FALSE
"3003","ESSFdk2","ESSFdk2/112b","Se",3,"Sx",3,"WHM",FALSE
"3004","ESSFdk2","ESSFdk2/Ro","X",NA,"X",NA,"",FALSE
"3005","ESSFdkp","ESSFdkp/00","Bl",3,"Bl",3,"C4",FALSE
"3006","ESSFdkp_MT","ESSFdkp_MT/00","Bl",3,"Bl",3,"",FALSE
"3007","ESSFdkp_MT","ESSFdkp_MT/Ro","X",NA,"X",NA,"",FALSE
"3008","ESSFdkw","ESSFdkw/101","Bl",2,"Bl",2,"C4",FALSE
"3009","ESSFdkw","ESSFdkw/101","Pli",3,"Pl",3,"C4",FALSE
"3010","ESSFdkw","ESSFdkw/101","Se",2,"Sx",2,"C4",FALSE
"3011","ESSFdkw","ESSFdkw/102","Bl",2,"Bl",2,"",FALSE
"3012","ESSFdkw","ESSFdkw/102","La",2,"La",2,"",FALSE
"3013","ESSFdkw","ESSFdkw/102","Pa",3,"Pa",3,"",FALSE
"3014","ESSFdkw","ESSFdkw/102","Pli",3,"Pl",3,"",FALSE
"3015","ESSFdkw","ESSFdkw/102","Se",3,"Sx",3,"",FALSE
"3016","ESSFdkw","ESSFdkw/103","Bl",2,"Bl",2,"B2",FALSE
"3017","ESSFdkw","ESSFdkw/103","La",2,"La",2,"B2",FALSE
"3018","ESSFdkw","ESSFdkw/103","Pa",3,"Pa",3,"B2",FALSE
"3019","ESSFdkw","ESSFdkw/103","Pli",3,"Pl",3,"B2",FALSE
"3020","ESSFdkw","ESSFdkw/103","Se",2,"Sx",2,"B2",FALSE
"3021","ESSFdkw","ESSFdkw/110","Bl",2,"Bl",2,"D6",FALSE
"3022","ESSFdkw","ESSFdkw/110","Se",2,"Sx",2,"D6",FALSE
"3023","ESSFdkw","ESSFdkw/Ro","X",NA,"X",NA,"",FALSE
"3024","ESSFdm_ID","ESSFdm_ID/101","Bl",1,"Bl",1,"C4",FALSE
"3025","ESSFdm_ID","ESSFdm_ID/101","Fdi",3,"Fd",3,"C4",FALSE
"3026","ESSFdm_ID","ESSFdm_ID/101","Pa",2,"Pa",2,"C4",FALSE
"3027","ESSFdm_ID","ESSFdm_ID/101","Pli",1,"Pl",1,"C4",FALSE
"3028","ESSFdm_ID","ESSFdm_ID/101","Se",1,"Sx",1,"C4",FALSE
"3029","ESSFdm_ID","ESSFdm_ID/102","Bl",2,"Bl",2,"",FALSE
"3030","ESSFdm_ID","ESSFdm_ID/102","Fdi",2,"Fd",2,"",FALSE
"3031","ESSFdm_ID","ESSFdm_ID/102","Pa",2,"Pa",2,"WHM",FALSE
"3032","ESSFdm_ID","ESSFdm_ID/102","Pli",2,"Pl",2,"WHM",FALSE
"3033","ESSFdm_ID","ESSFdm_ID/103","Bl",1,"Bl",1,"B2",FALSE
"3034","ESSFdm_ID","ESSFdm_ID/103","Fdi",2,"Fd",2,"B2",FALSE
"3035","ESSFdm_ID","ESSFdm_ID/103","Pa",2,"Pa",2,"B2",FALSE
"3036","ESSFdm_ID","ESSFdm_ID/103","Pli",1,"Pl",1,"B2",FALSE
"3037","ESSFdm_ID","ESSFdm_ID/103","Se",3,"Sx",3,"B2",FALSE
"3038","ESSFdm_ID","ESSFdm_ID/110","Bl",1,"Bl",1,"",FALSE
"3039","ESSFdm_ID","ESSFdm_ID/110","Pli",2,"Pl",2,"",FALSE
"3040","ESSFdm_ID","ESSFdm_ID/110","Se",1,"Sx",1,"",FALSE
"3041","ESSFdm_ID","ESSFdm_ID/111","Bl",1,"Bl",1,"D6",FALSE
"3042","ESSFdm_ID","ESSFdm_ID/111","Pa",5,"Pa",5,"D6",FALSE
"3043","ESSFdm_ID","ESSFdm_ID/111","Pli",2,"Pl",2,"D6",FALSE
"3044","ESSFdm_ID","ESSFdm_ID/111","Se",1,"Sx",1,"D6",FALSE
"3045","ESSFdm_ID","ESSFdm_ID/Ro","X",NA,"X",NA,"",FALSE
"3046","ESSFdmp_ID","ESSFdmp_ID/00","Bl",3,"Bl",3,"WHM",FALSE
