"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",5715,"+","ESSFdcp","ESSFdcp/00","Bl",3,"Bl",3,"cd",FALSE
"2",5715,"-","ESSFdcp","ESSFdcp/00","Bl",3,"Bl",3,NA,FALSE
"3",5719,"+","ESSFdcw","ESSFdcw/102","La",2,"La",2,"cd",FALSE
"4",5719,"-","ESSFdcw","ESSFdcw/102","La",2,"La",2,NA,FALSE
"5",5724,"-","ESSFdcw","ESSFdcw/103","La",3,"La",3,NA,FALSE
"6",5864,"+","ESSFdk1","ESSFdk1/103","Pf",3,"Pf",2,"cd",FALSE
"7",5864,"-","ESSFdk1","ESSFdk1/103","Pf",3,"Pf",3,NA,FALSE
"8",5884,"+","ESSFdk2","ESSFdk2/101","Bl",1,"Bl",1,"cd",FALSE
"9",5884,"-","ESSFdk2","ESSFdk2/101","Bl",1,"Bl",1,NA,FALSE
"10",5885,"+","ESSFdk2","ESSFdk2/101","Fdi",3,"Fd",3,"cd",FALSE
"11",5885,"-","ESSFdk2","ESSFdk2/101","Fdi",3,"Fd",3,NA,FALSE
"12",5886,"+","ESSFdk2","ESSFdk2/101","Lw",3,"Lw",5,"cd",FALSE
"13",5886,"-","ESSFdk2","ESSFdk2/101","Lw",3,"Lw",3,NA,FALSE
"14",5887,"+","ESSFdk2","ESSFdk2/101","Pa",3,"Pa",5,"cd",FALSE
"15",5887,"-","ESSFdk2","ESSFdk2/101","Pa",3,"Pa",3,NA,FALSE
"16",5888,"+","ESSFdk2","ESSFdk2/101","Pli",2,"Pl",1,"cd",FALSE
"17",5888,"-","ESSFdk2","ESSFdk2/101","Pli",2,"Pl",2,NA,FALSE
"18",5889,"+","ESSFdk2","ESSFdk2/101","Se",1,"Sx",1,"cd",FALSE
"19",5889,"-","ESSFdk2","ESSFdk2/101","Se",1,"Sx",1,NA,FALSE
"20",5890,"+","ESSFdk2","ESSFdk2/102","Bl",3,"Bl",3,"cd",FALSE
"21",5890,"-","ESSFdk2","ESSFdk2/102","Bl",3,"Bl",3,NA,FALSE
"22",5891,"+","ESSFdk2","ESSFdk2/102","Fdi",2,"Fd",2,"cd",FALSE
"23",5891,"-","ESSFdk2","ESSFdk2/102","Fdi",2,"Fd",2,NA,FALSE
"24",5892,"+","ESSFdk2","ESSFdk2/102","Lw",3,"Lw",5,"cd",FALSE
"25",5892,"-","ESSFdk2","ESSFdk2/102","Lw",3,"Lw",3,NA,FALSE
"26",5893,"+","ESSFdk2","ESSFdk2/102","Pa",2,"Pa",2,"cd",FALSE
"27",5893,"-","ESSFdk2","ESSFdk2/102","Pa",2,"Pa",2,NA,FALSE
"28",5894,"+","ESSFdk2","ESSFdk2/102","Pf",3,"Pf",2,"cd",FALSE
"29",5894,"-","ESSFdk2","ESSFdk2/102","Pf",3,"Pf",3,NA,FALSE
"30",5895,"+","ESSFdk2","ESSFdk2/102","Pli",2,"Pl",2,"cd",FALSE
"31",5895,"-","ESSFdk2","ESSFdk2/102","Pli",2,"Pl",2,NA,FALSE
"32",5896,"+","ESSFdk2","ESSFdk2/102","Se",2,"Sx",3,"cd",FALSE
"33",5896,"-","ESSFdk2","ESSFdk2/102","Se",2,"Sx",2,NA,FALSE
"34",5897,"+","ESSFdk2","ESSFdk2/103","Bl",2,"Bl",2,"cd",FALSE
"35",5897,"-","ESSFdk2","ESSFdk2/103","Bl",2,"Bl",2,NA,FALSE
